tournament,round,game_id,team,player,tossups,negs,pts,opponent,packet
ACF Nationals 2017,15,20171507,Penn A,Jaimie Carlson,0,1,-5,Chicago A,Editors 6
ACF Nationals 2017,15,20171507,Penn A,Paul Lee,0,0,0,Chicago A,Editors 6
ACF Nationals 2017,15,20171508,Michigan A,Auroni Gupta,2,0,20,Stanford A,Editors 6
ACF Nationals 2017,15,20171508,Michigan A,Will Nediger,4,0,40,Stanford A,Editors 6
ACF Nationals 2017,15,20171508,Michigan A,Brian McPeak,3,0,30,Stanford A,Editors 6
ACF Nationals 2017,15,20171508,Michigan A,Kenji Shimizu,1,0,10,Stanford A,Editors 6
ACF Nationals 2017,15,20171509,Berkeley A,Aseem Keyal,3,0,30,Oxford A,Editors 6
ACF Nationals 2017,15,20171509,Berkeley A,Bruce Lou,1,1,5,Oxford A,Editors 6
ACF Nationals 2017,15,20171509,Berkeley A,Sameer Rai,4,1,35,Oxford A,Editors 6
ACF Nationals 2017,15,20171509,Berkeley A,Justin Nghiem,1,0,10,Oxford A,Editors 6
ACF Nationals 2017,15,20171510,Yale A,Stephen Eltinge,4,0,40,Columbia A,Editors 6
ACF Nationals 2017,15,20171510,Yale A,Adam Fine,1,0,10,Columbia A,Editors 6
ACF Nationals 2017,15,20171510,Yale A,Isaac Kirk-Davidoff,3,0,30,Columbia A,Editors 6
ACF Nationals 2017,15,20171510,Yale A,Jacob Reed,5,3,35,Columbia A,Editors 6
ACF Nationals 2017,15,20171511,Maryland A,Jordan Brownstein,11,0,110,Berkeley B,Editors 6
ACF Nationals 2017,15,20171511,Maryland A,Sam Rombro,1,1,5,Berkeley B,Editors 6
ACF Nationals 2017,15,20171511,Maryland A,Ophir Lifshitz,1,0,10,Berkeley B,Editors 6
ACF Nationals 2017,15,20171511,Maryland A,Weijia Cheng,0,0,0,Berkeley B,Editors 6
ACF Nationals 2017,15,20171512,Oxford B,Aidan Mehigan,4,2,30,Rutgers,Editors 6
ACF Nationals 2017,15,20171512,Oxford B,Isaac Brown,3,0,30,Rutgers,Editors 6
ACF Nationals 2017,15,20171512,Oxford B,Freddy Potts,2,2,10,Rutgers,Editors 6
ACF Nationals 2017,15,20171512,Oxford B,Chris Stern,1,1,5,Rutgers,Editors 6
ACF Nationals 2017,15,20171513,Minnesota A,Jason Asher,1,0,10,Toronto A,Editors 6
ACF Nationals 2017,15,20171513,Minnesota A,Sam Bailey,5,3,35,Toronto A,Editors 6
ACF Nationals 2017,15,20171513,Minnesota A,Shan Kothari,2,1,15,Toronto A,Editors 6
ACF Nationals 2017,15,20171513,Minnesota A,Peter Estall,0,0,0,Toronto A,Editors 6
ACF Nationals 2017,15,20171514,Chicago C,Samir Khan,5,0,50,Duke,Editors 6
ACF Nationals 2017,15,20171514,Chicago C,Marianna Zhang,3,0,30,Duke,Editors 6
ACF Nationals 2017,15,20171514,Chicago C,Olivia Kiser,1,0,10,Duke,Editors 6
ACF Nationals 2017,15,20171514,Chicago C,Federico Scivittaro,6,1,55,Duke,Editors 6
ACF Nationals 2017,15,20171515,WUSTL,Charles Hang,6,0,60,Princeton,Editors 6
ACF Nationals 2017,15,20171515,WUSTL,Patrick Butenhoff,2,1,15,Princeton,Editors 6
ACF Nationals 2017,15,20171515,WUSTL,Collin Nadarajah,2,0,20,Princeton,Editors 6
ACF Nationals 2017,15,20171515,WUSTL,Seth Ebner,1,0,10,Princeton,Editors 6
ACF Nationals 2017,15,20171516,Chicago B,Alston Boyd,2,0,20,Northwestern,Editors 6
ACF Nationals 2017,15,20171516,Chicago B,James Lasker,2,0,20,Northwestern,Editors 6
ACF Nationals 2017,15,20171516,Chicago B,Tamara Vardomskaya,1,1,5,Northwestern,Editors 6
ACF Nationals 2017,15,20171516,Chicago B,Sam Winikow,1,0,10,Northwestern,Editors 6
ACF Nationals 2017,15,20171517,Tennessee,Jasper Lee,6,0,60,Yale B,Editors 6
ACF Nationals 2017,15,20171517,Tennessee,Jesse Buffaloe,4,0,40,Yale B,Editors 6
ACF Nationals 2017,15,20171518,MIT A,Julian Fuchs,4,0,40,Florida A,Editors 6
ACF Nationals 2017,15,20171518,MIT A,Bryce Hwang,1,2,0,Florida A,Editors 6
ACF Nationals 2017,15,20171518,MIT A,Oliver Ren,1,0,10,Florida A,Editors 6
ACF Nationals 2017,15,20171518,MIT A,Saumil Bandyopadhyay,2,0,20,Florida A,Editors 6
ACF Nationals 2017,15,20171501,Carleton,Paul Kirk-Davidoff,3,3,15,Johns Hopkins,Editors 6
ACF Nationals 2017,15,20171501,Carleton,Sarah Wang,3,1,25,Johns Hopkins,Editors 6
ACF Nationals 2017,15,20171501,Carleton,Elliot Schwartz,1,1,5,Johns Hopkins,Editors 6
ACF Nationals 2017,15,20171501,Carleton,Ben Koppel,0,0,0,Johns Hopkins,Editors 6
ACF Nationals 2017,15,20171502,Ottawa,Ian Dewan,8,0,80,Central Florida,Editors 6
ACF Nationals 2017,15,20171502,Ottawa,Rodrigo Morante,0,0,0,Central Florida,Editors 6
ACF Nationals 2017,15,20171503,Toronto B,Zhenglin Liu,4,0,40,Amherst,Editors 6
ACF Nationals 2017,15,20171503,Toronto B,Christopher Sims,4,1,35,Amherst,Editors 6
ACF Nationals 2017,15,20171504,New College of Florida,Yonathan Stone,3,0,30,MIT B,Editors 6
ACF Nationals 2017,15,20171504,New College of Florida,Leo Law,1,1,5,MIT B,Editors 6
ACF Nationals 2017,15,20171504,New College of Florida,Alexander Koutelias,1,0,10,MIT B,Editors 6
ACF Nationals 2017,15,20171504,New College of Florida,Quinn Ferguson,0,0,0,MIT B,Editors 6
ACF Nationals 2017,15,20171505,Harvard A,Raynor Kuang,5,0,50,Virginia A,Editors 6
ACF Nationals 2017,15,20171505,Harvard A,Robert Chu,3,0,30,Virginia A,Editors 6
ACF Nationals 2017,15,20171505,Harvard A,Vimal Konduri,2,1,15,Virginia A,Editors 6
ACF Nationals 2017,15,20171505,Harvard A,Jiho Park,3,0,30,Virginia A,Editors 6
ACF Nationals 2017,15,20171506,Cambridge,Evan Lynch,3,0,30,NYU,Editors 6
ACF Nationals 2017,15,20171506,Cambridge,Ewan MacAulay,1,1,5,NYU,Editors 6
ACF Nationals 2017,15,20171506,Cambridge,Elysia Warner,1,0,10,NYU,Editors 6
ACF Nationals 2017,15,20171506,Cambridge,Julian Sutcliffe,4,1,35,NYU,Editors 6
ACF Nationals 2017,15,20171507,Chicago A,John Lawrence,5,1,45,Penn A,Editors 6
ACF Nationals 2017,15,20171507,Chicago A,Max Schindler,2,0,20,Penn A,Editors 6
ACF Nationals 2017,15,20171507,Chicago A,Jason Zhou,2,0,20,Penn A,Editors 6
ACF Nationals 2017,15,20171507,Chicago A,Kai Smith,3,0,30,Penn A,Editors 6
ACF Nationals 2017,15,20171508,Stanford A,Nathan Weiser,2,0,20,Michigan A,Editors 6
ACF Nationals 2017,15,20171508,Stanford A,Stephen Liu,5,1,45,Michigan A,Editors 6
ACF Nationals 2017,15,20171508,Stanford A,Benji Nguyen,2,0,20,Michigan A,Editors 6
ACF Nationals 2017,15,20171508,Stanford A,Kyle Sutherlin,1,0,10,Michigan A,Editors 6
ACF Nationals 2017,15,20171509,Oxford A,Daoud Jackson,2,2,10,Berkeley A,Editors 6
ACF Nationals 2017,15,20171509,Oxford A,Joey Goldman,2,1,15,Berkeley A,Editors 6
ACF Nationals 2017,15,20171509,Oxford A,Spencer Weinreich,4,0,40,Berkeley A,Editors 6
ACF Nationals 2017,15,20171509,Oxford A,George Corfield,2,0,20,Berkeley A,Editors 6
ACF Nationals 2017,15,20171510,Columbia A,Ben Zhang,3,0,30,Yale A,Editors 6
ACF Nationals 2017,15,20171510,Columbia A,Wilton Rao,1,0,10,Yale A,Editors 6
ACF Nationals 2017,15,20171510,Columbia A,Rafael Krichevsky,3,3,15,Yale A,Editors 6
ACF Nationals 2017,15,20171510,Columbia A,Kailee Pedersen,0,0,0,Yale A,Editors 6
ACF Nationals 2017,15,20171511,Berkeley B,Rohin Devanathan,3,0,30,Maryland A,Editors 6
ACF Nationals 2017,15,20171511,Berkeley B,John Xiang,0,0,0,Maryland A,Editors 6
ACF Nationals 2017,15,20171511,Berkeley B,Michael Coates,2,1,15,Maryland A,Editors 6
ACF Nationals 2017,15,20171511,Berkeley B,Eric Chen,1,0,10,Maryland A,Editors 6
ACF Nationals 2017,15,20171512,Rutgers,Sam Braunfeld,5,0,50,Oxford B,Editors 6
ACF Nationals 2017,15,20171512,Rutgers,Joelle Smart,1,1,5,Oxford B,Editors 6
ACF Nationals 2017,15,20171512,Rutgers,David Song,0,1,-5,Oxford B,Editors 6
ACF Nationals 2017,15,20171512,Rutgers,Emmett Laurie,1,1,5,Oxford B,Editors 6
ACF Nationals 2017,15,20171513,Toronto A,Rein Otsason,2,1,15,Minnesota A,Editors 6
ACF Nationals 2017,15,20171513,Toronto A,Patrick Liao,1,1,5,Minnesota A,Editors 6
ACF Nationals 2017,15,20171513,Toronto A,Aayush Rajasekaran,5,0,50,Minnesota A,Editors 6
ACF Nationals 2017,15,20171513,Toronto A,Jay Misuk,2,0,20,Minnesota A,Editors 6
ACF Nationals 2017,15,20171514,Duke,John Stathis,1,0,10,Chicago C,Editors 6
ACF Nationals 2017,15,20171514,Duke,Ryan Humphrey,0,1,-5,Chicago C,Editors 6
ACF Nationals 2017,15,20171514,Duke,Gabe Guedes,1,1,5,Chicago C,Editors 6
ACF Nationals 2017,15,20171514,Duke,Lucian Li,2,1,15,Chicago C,Editors 6
ACF Nationals 2017,15,20171515,Princeton,Jason Golfinos,4,0,40,WUSTL,Editors 6
ACF Nationals 2017,15,20171515,Princeton,Ryan Golant,2,3,5,WUSTL,Editors 6
ACF Nationals 2017,15,20171516,Northwestern,Dylan Minarik,6,1,55,Chicago B,Editors 6
ACF Nationals 2017,15,20171516,Northwestern,Greg Peterson,2,0,20,Chicago B,Editors 6
ACF Nationals 2017,15,20171516,Northwestern,Max Rong,0,1,-5,Chicago B,Editors 6
ACF Nationals 2017,15,20171516,Northwestern,Adam Silverman,6,0,60,Chicago B,Editors 6
ACF Nationals 2017,15,20171517,Yale B,Anand Nanduri,2,0,20,Tennessee,Editors 6
ACF Nationals 2017,15,20171517,Yale B,Laurence Li,3,3,15,Tennessee,Editors 6
ACF Nationals 2017,15,20171517,Yale B,James Wedgwood,2,0,20,Tennessee,Editors 6
ACF Nationals 2017,15,20171518,Florida A,Alex Shaw,0,0,0,MIT A,Editors 6
ACF Nationals 2017,15,20171518,Florida A,Taylor Harvey,6,0,60,MIT A,Editors 6
ACF Nationals 2017,15,20171518,Florida A,Jonathen Settle,1,0,10,MIT A,Editors 6
ACF Nationals 2017,15,20171518,Florida A,Julio Gonzalez-Zuluaga,1,2,0,MIT A,Editors 6
ACF Nationals 2017,16,20171601,Tennessee,Jasper Lee,3,0,30,Cambridge,Editors 7
ACF Nationals 2017,16,20171601,Tennessee,Jesse Buffaloe,1,0,10,Cambridge,Editors 7
ACF Nationals 2017,16,20171602,Amherst,Corry Wang,5,1,45,Ottawa,Editors 7
ACF Nationals 2017,16,20171602,Amherst,Kevin Wang,7,0,70,Ottawa,Editors 7
ACF Nationals 2017,16,20171603,New College of Florida,Yonathan Stone,2,1,15,Toronto B,Editors 7
ACF Nationals 2017,16,20171603,New College of Florida,Leo Law,0,0,0,Toronto B,Editors 7
ACF Nationals 2017,16,20171603,New College of Florida,Alexander Koutelias,1,0,10,Toronto B,Editors 7
ACF Nationals 2017,16,20171603,New College of Florida,Quinn Ferguson,1,0,10,Toronto B,Editors 7
ACF Nationals 2017,16,20171604,Johns Hopkins,Eric Bobrow,4,0,40,Yale B,Editors 7
ACF Nationals 2017,16,20171604,Johns Hopkins,Joe Cleary,0,0,0,Yale B,Editors 7
ACF Nationals 2017,16,20171604,Johns Hopkins,Noah Stanco,1,1,5,Yale B,Editors 7
ACF Nationals 2017,16,20171604,Johns Hopkins,Walter Zhao,3,1,25,Yale B,Editors 7
ACF Nationals 2017,16,20171605,Carleton,Paul Kirk-Davidoff,3,0,30,Florida A,Editors 7
ACF Nationals 2017,16,20171605,Carleton,Sarah Wang,2,0,20,Florida A,Editors 7
ACF Nationals 2017,16,20171605,Carleton,Elliot Schwartz,0,1,-5,Florida A,Editors 7
ACF Nationals 2017,16,20171605,Carleton,Ben Koppel,1,0,10,Florida A,Editors 7
ACF Nationals 2017,16,20171606,NYU,Sameen Belal,0,0,0,Harvard A,Editors 7
ACF Nationals 2017,16,20171606,NYU,Alec Vulfson,2,2,10,Harvard A,Editors 7
ACF Nationals 2017,16,20171607,MIT A,Julian Fuchs,4,0,40,Virginia A,Editors 7
ACF Nationals 2017,16,20171607,MIT A,Bryce Hwang,3,2,20,Virginia A,Editors 7
ACF Nationals 2017,16,20171607,MIT A,Oliver Ren,1,0,10,Virginia A,Editors 7
ACF Nationals 2017,16,20171607,MIT A,Saumil Bandyopadhyay,0,0,0,Virginia A,Editors 7
ACF Nationals 2017,16,20171608,Chicago C,Samir Khan,2,0,20,Rutgers,Editors 7
ACF Nationals 2017,16,20171608,Chicago C,Marianna Zhang,3,0,30,Rutgers,Editors 7
ACF Nationals 2017,16,20171608,Chicago C,Olivia Kiser,4,0,40,Rutgers,Editors 7
ACF Nationals 2017,16,20171608,Chicago C,Federico Scivittaro,2,0,20,Rutgers,Editors 7
ACF Nationals 2017,16,20171609,Northwestern,Dylan Minarik,7,0,70,Oxford B,Editors 7
ACF Nationals 2017,16,20171609,Northwestern,Greg Peterson,0,0,0,Oxford B,Editors 7
ACF Nationals 2017,16,20171609,Northwestern,Max Rong,0,0,0,Oxford B,Editors 7
ACF Nationals 2017,16,20171609,Northwestern,Adam Silverman,5,0,50,Oxford B,Editors 7
ACF Nationals 2017,16,20171610,Toronto A,Rein Otsason,1,0,10,Chicago B,Editors 7
ACF Nationals 2017,16,20171610,Toronto A,Patrick Liao,0,1,-5,Chicago B,Editors 7
ACF Nationals 2017,16,20171610,Toronto A,Aayush Rajasekaran,4,1,35,Chicago B,Editors 7
ACF Nationals 2017,16,20171610,Toronto A,Jay Misuk,1,0,10,Chicago B,Editors 7
ACF Nationals 2017,16,20171611,Duke,John Stathis,3,0,30,Princeton,Editors 7
ACF Nationals 2017,16,20171611,Duke,Ryan Humphrey,1,1,5,Princeton,Editors 7
ACF Nationals 2017,16,20171611,Duke,Gabe Guedes,3,0,30,Princeton,Editors 7
ACF Nationals 2017,16,20171611,Duke,Lucian Li,2,0,20,Princeton,Editors 7
ACF Nationals 2017,16,20171612,Minnesota A,Jason Asher,1,1,5,WUSTL,Editors 7
ACF Nationals 2017,16,20171612,Minnesota A,Sam Bailey,3,0,30,WUSTL,Editors 7
ACF Nationals 2017,16,20171612,Minnesota A,Shan Kothari,4,0,40,WUSTL,Editors 7
ACF Nationals 2017,16,20171612,Minnesota A,Peter Estall,1,0,10,WUSTL,Editors 7
ACF Nationals 2017,16,20171613,Chicago A,John Lawrence,5,0,50,Berkeley A,Editors 7
ACF Nationals 2017,16,20171613,Chicago A,Max Schindler,5,0,50,Berkeley A,Editors 7
ACF Nationals 2017,16,20171613,Chicago A,Jason Zhou,1,1,5,Berkeley A,Editors 7
ACF Nationals 2017,16,20171613,Chicago A,Kai Smith,3,0,30,Berkeley A,Editors 7
ACF Nationals 2017,16,20171614,Penn A,Eric Mukherjee,5,1,45,Berkeley B,Editors 7
ACF Nationals 2017,16,20171614,Penn A,Jinah Kim,1,0,10,Berkeley B,Editors 7
ACF Nationals 2017,16,20171614,Penn A,Jaimie Carlson,0,0,0,Berkeley B,Editors 7
ACF Nationals 2017,16,20171614,Penn A,Paul Lee,0,0,0,Berkeley B,Editors 7
ACF Nationals 2017,16,20171615,Maryland A,Jordan Brownstein,10,1,95,Stanford A,Editors 7
ACF Nationals 2017,16,20171615,Maryland A,Sam Rombro,1,1,5,Stanford A,Editors 7
ACF Nationals 2017,16,20171615,Maryland A,Ophir Lifshitz,1,0,10,Stanford A,Editors 7
ACF Nationals 2017,16,20171615,Maryland A,Weijia Cheng,2,0,20,Stanford A,Editors 7
