tournament,round,game_id,team,player,tossups,negs,pts,opponent,packet
ACF Nationals 2007,9,20070905,Michigan A,Will Turner,4,2,30,Alabama,NA
ACF Nationals 2007,9,20070906,Illinois A,Steven Canning,0,1,-5,Brandeis,NA
ACF Nationals 2007,9,20070906,Illinois A,Mike Sorice,14,0,140,Brandeis,NA
ACF Nationals 2007,9,20070906,Illinois A,Donald Taylor,0,0,0,Brandeis,NA
ACF Nationals 2007,9,20070906,Illinois A,Kelly Tourdot,3,0,30,Brandeis,NA
ACF Nationals 2007,9,20070907,Wayne State,Ryan Westbrook,6,3,45,South Florida,NA
ACF Nationals 2007,9,20070908,Stanford A,Arnav Moudgil,1,0,10,Pat Freeburn,NA
ACF Nationals 2007,9,20070908,Stanford A,Mike,1,0,10,Pat Freeburn,NA
ACF Nationals 2007,9,20070908,Stanford A,Brian Lindquist,7,0,70,Pat Freeburn,NA
ACF Nationals 2007,9,20070908,Stanford A,Kevin Koai,6,0,60,Pat Freeburn,NA
ACF Nationals 2007,9,20070909,Tennessee-Chattanooga,Jacob Vannucci,0,1,-5,Texas A&M,NA
ACF Nationals 2007,9,20070909,Tennessee-Chattanooga,Ashley Rouselle,0,0,0,Texas A&M,NA
ACF Nationals 2007,9,20070909,Tennessee-Chattanooga,Eric Fox,0,0,0,Texas A&M,NA
ACF Nationals 2007,9,20070909,Tennessee-Chattanooga,Edward Offenderson,0,0,0,Texas A&M,NA
ACF Nationals 2007,9,20070910,Kentucky,Seth Kendall,10,0,100,Maryland A,NA
ACF Nationals 2007,9,20070911,Brown A,Eric Mukherjee,1,0,10,VCU A,NA
ACF Nationals 2007,9,20070911,Brown A,Jerry Vinokurov,13,0,130,VCU A,NA
ACF Nationals 2007,9,20070911,Brown A,Dennis Jang,0,0,0,VCU A,NA
ACF Nationals 2007,9,20070912,Vanderbilt,Matt Keller,3,1,25,Florida State,NA
ACF Nationals 2007,9,20070912,Vanderbilt,Robert Trent,3,0,30,Florida State,NA
ACF Nationals 2007,9,20070912,Vanderbilt,Sargon (pseudonym),3,1,25,Florida State,NA
ACF Nationals 2007,9,20070912,Vanderbilt,Jack,1,0,10,Florida State,NA
ACF Nationals 2007,10,20071001,Rutgers,Jason Keller,4,0,40,Yale A,NA
ACF Nationals 2007,10,20071001,Rutgers,Kevin Costello,4,2,30,Yale A,NA
ACF Nationals 2007,10,20071001,Rutgers,Chris Horng,0,0,0,Yale A,NA
ACF Nationals 2007,10,20071001,Rutgers,Yi Shi,0,0,0,Yale A,NA
ACF Nationals 2007,10,20071002,Michigan A,Andy,2,0,20,Vanderbilt,NA
ACF Nationals 2007,10,20071002,Michigan A,Dave Rappaport,2,0,20,Vanderbilt,NA
ACF Nationals 2007,10,20071002,Michigan A,Will Turner,6,2,50,Vanderbilt,NA
ACF Nationals 2007,10,20071003,UCLA,Ray Luo,5,1,45,Maryland A,NA
ACF Nationals 2007,10,20071003,UCLA,Dwight Wynne,4,0,40,Maryland A,NA
ACF Nationals 2007,10,20071003,UCLA,Kha,0,0,0,Maryland A,NA
ACF Nationals 2007,10,20071004,Illinois B,Greg Baboukis,3,0,30,Tennessee-Chattanooga,NA
ACF Nationals 2007,10,20071004,Illinois B,James Sanner,1,0,10,Tennessee-Chattanooga,NA
ACF Nationals 2007,10,20071004,Illinois B,Trygve Meade,1,0,10,Tennessee-Chattanooga,NA
ACF Nationals 2007,10,20071004,Illinois B,John Dolan,0,1,-5,Tennessee-Chattanooga,NA
ACF Nationals 2007,10,20071005,Pat Freeburn,Pat Freeburn,2,1,15,South Carolina,NA
ACF Nationals 2007,10,20071005,Pat Freeburn,Shan Foster (pseudonym),0,0,0,South Carolina,NA
ACF Nationals 2007,10,20071005,Pat Freeburn,Derrick Byars (pseudonym),2,0,20,South Carolina,NA
ACF Nationals 2007,10,20071006,Chicago B,Bruce Arthur,3,1,25,Texas,NA
ACF Nationals 2007,10,20071006,Chicago B,Nolan Esser,2,1,15,Texas,NA
ACF Nationals 2007,10,20071006,Chicago B,Kannan Mahadevan,3,0,30,Texas,NA
ACF Nationals 2007,10,20071006,Chicago B,Seth Samelson,3,0,30,Texas,NA
ACF Nationals 2007,10,20071007,Kentucky,Seth Kendall,9,2,80,Alabama,NA
ACF Nationals 2007,10,20071008,Florida State,Billy Beyer,1,2,0,Virginia A,NA
ACF Nationals 2007,10,20071008,Florida State,Matt Alford,2,0,20,Virginia A,NA
ACF Nationals 2007,10,20071008,Florida State,David Raymond,1,1,5,Virginia A,NA
ACF Nationals 2007,10,20071009,South Florida,Ahmed,6,0,60,Brandeis,NA
ACF Nationals 2007,10,20071009,South Florida,Jim Baker,5,2,40,Brandeis,NA
ACF Nationals 2007,10,20071010,Wayne State,Ryan Westbrook,10,2,90,Stanford A,NA
ACF Nationals 2007,10,20071011,Carleton,Patrick Hope,5,0,50,Brown A,NA
ACF Nationals 2007,10,20071011,Carleton,Maxwell Parrish,2,0,20,Brown A,NA
ACF Nationals 2007,10,20071011,Carleton,Garrett Ryan,3,0,30,Brown A,NA
ACF Nationals 2007,10,20071011,Carleton,John Morse,1,0,10,Brown A,NA
ACF Nationals 2007,10,20071012,Chicago A,Peter Austin,5,0,50,Texas A&M,NA
ACF Nationals 2007,10,20071012,Chicago A,Susan Ferrari,2,1,15,Texas A&M,NA
ACF Nationals 2007,10,20071012,Chicago A,Selene Koo,3,0,30,Texas A&M,NA
ACF Nationals 2007,10,20071012,Chicago A,Seth Teitler,4,0,40,Texas A&M,NA
ACF Nationals 2007,10,20071013,Illinois A,Steven Canning,0,0,0,VCU A,NA
ACF Nationals 2007,10,20071013,Illinois A,Mike Sorice,9,0,90,VCU A,NA
ACF Nationals 2007,10,20071013,Illinois A,Donald Taylor,0,0,0,VCU A,NA
ACF Nationals 2007,10,20071013,Illinois A,Kelly Tourdot,0,0,0,VCU A,NA
ACF Nationals 2007,10,20071001,Yale A,Ben,1,0,10,Rutgers,NA
ACF Nationals 2007,10,20071001,Yale A,Mike Wehrman,3,2,20,Rutgers,NA
ACF Nationals 2007,10,20071001,Yale A,Brett,1,0,10,Rutgers,NA
ACF Nationals 2007,10,20071001,Yale A,Mike B,3,0,30,Rutgers,NA
ACF Nationals 2007,10,20071002,Vanderbilt,Matt Keller,1,2,0,Michigan A,NA
ACF Nationals 2007,10,20071002,Vanderbilt,Robert Trent,3,1,25,Michigan A,NA
ACF Nationals 2007,10,20071002,Vanderbilt,Sargon (pseudonym),1,3,-5,Michigan A,NA
ACF Nationals 2007,10,20071002,Vanderbilt,Jack,2,0,20,Michigan A,NA
ACF Nationals 2007,10,20071003,Maryland A,Jonathan Magin,2,0,20,UCLA,NA
ACF Nationals 2007,10,20071003,Maryland A,Chris Ray,5,3,35,UCLA,NA
ACF Nationals 2007,10,20071003,Maryland A,Phil Durkos,1,1,5,UCLA,NA
ACF Nationals 2007,10,20071003,Maryland A,Brittany Clark,0,0,0,UCLA,NA
ACF Nationals 2007,10,20071004,Tennessee-Chattanooga,Jacob Vannucci,7,0,70,Illinois B,NA
ACF Nationals 2007,10,20071004,Tennessee-Chattanooga,Ashley Rouselle,2,0,20,Illinois B,NA
ACF Nationals 2007,10,20071004,Tennessee-Chattanooga,Eric Fox,0,0,0,Illinois B,NA
ACF Nationals 2007,10,20071004,Tennessee-Chattanooga,Edward Offenderson,0,0,0,Illinois B,NA
ACF Nationals 2007,10,20071005,South Carolina,J.R. Fennell,8,0,80,Pat Freeburn,NA
ACF Nationals 2007,10,20071005,South Carolina,Bryn Reinecke,3,0,30,Pat Freeburn,NA
ACF Nationals 2007,10,20071005,South Carolina,Katie Baehler,0,0,0,Pat Freeburn,NA
ACF Nationals 2007,10,20071005,South Carolina,Preston Floyd,0,0,0,Pat Freeburn,NA
ACF Nationals 2007,10,20071006,Texas,Ram,2,2,10,Chicago B,NA
ACF Nationals 2007,10,20071006,Texas,Eric Kwartler,4,3,25,Chicago B,NA
ACF Nationals 2007,10,20071006,Texas,Matthew Nance,1,0,10,Chicago B,NA
ACF Nationals 2007,10,20071006,Texas,Nitin Udpa,0,0,0,Chicago B,NA
ACF Nationals 2007,10,20071007,Alabama,James J,4,0,40,Kentucky,NA
ACF Nationals 2007,10,20071007,Alabama,Meredith,0,1,-5,Kentucky,NA
ACF Nationals 2007,10,20071007,Alabama,Jonathan C,1,0,10,Kentucky,NA
ACF Nationals 2007,10,20071007,Alabama,Alex H,0,0,0,Kentucky,NA
ACF Nationals 2007,10,20071008,Virginia A,Leo Wolpert,3,2,20,Florida State,NA
ACF Nationals 2007,10,20071008,Virginia A,Mike Wright,5,0,50,Florida State,NA
ACF Nationals 2007,10,20071008,Virginia A,Jason Hadorn,0,0,0,Florida State,NA
ACF Nationals 2007,10,20071008,Virginia A,David Healy,4,2,30,Florida State,NA
ACF Nationals 2007,10,20071009,Brandeis,Dan Passner,4,3,25,South Florida,NA
ACF Nationals 2007,10,20071009,Brandeis,Evan Nagler,0,0,0,South Florida,NA
ACF Nationals 2007,10,20071009,Brandeis,Hannah Kirsch,0,0,0,South Florida,NA
ACF Nationals 2007,10,20071010,Stanford A,Arnav Moudgil,3,0,30,Wayne State,NA
ACF Nationals 2007,10,20071010,Stanford A,Mike,1,0,10,Wayne State,NA
ACF Nationals 2007,10,20071010,Stanford A,Brian Lindquist,0,0,0,Wayne State,NA
ACF Nationals 2007,10,20071010,Stanford A,Kevin Koai,3,1,25,Wayne State,NA
ACF Nationals 2007,10,20071011,Brown A,Eric Mukherjee,3,1,25,Carleton,NA
ACF Nationals 2007,10,20071011,Brown A,Jerry Vinokurov,4,6,10,Carleton,NA
ACF Nationals 2007,10,20071011,Brown A,Dennis Jang,0,0,0,Carleton,NA
ACF Nationals 2007,10,20071012,Texas A&M,Chris Romero,2,0,20,Chicago A,NA
ACF Nationals 2007,10,20071012,Texas A&M,Susan Mitchell,0,0,0,Chicago A,NA
ACF Nationals 2007,10,20071012,Texas A&M,Candace Benefiel,1,0,10,Chicago A,NA
ACF Nationals 2007,10,20071012,Texas A&M,Trey Morris,2,1,15,Chicago A,NA
ACF Nationals 2007,10,20071013,VCU A,Andrew Alexander,1,0,10,Illinois A,NA
ACF Nationals 2007,10,20071013,VCU A,Matt Weiner,8,1,75,Illinois A,NA
ACF Nationals 2007,11,20071101,Florida State,Billy Beyer,1,1,5,Wayne State,NA
ACF Nationals 2007,11,20071101,Florida State,Matt Alford,5,2,40,Wayne State,NA
ACF Nationals 2007,11,20071101,Florida State,David Raymond,0,0,0,Wayne State,NA
ACF Nationals 2007,11,20071102,Rutgers,Jason Keller,8,0,80,Stanford A,NA
ACF Nationals 2007,11,20071102,Rutgers,Kevin Costello,5,2,40,Stanford A,NA
ACF Nationals 2007,11,20071102,Rutgers,Chris Horng,0,0,0,Stanford A,NA
ACF Nationals 2007,11,20071102,Rutgers,Yi Shi,0,0,0,Stanford A,NA
ACF Nationals 2007,11,20071103,Yale A,Ben,0,0,0,Virginia A,NA
ACF Nationals 2007,11,20071103,Yale A,Mike Wehrman,1,2,0,Virginia A,NA
ACF Nationals 2007,11,20071103,Yale A,Brett,3,1,25,Virginia A,NA
ACF Nationals 2007,11,20071103,Yale A,Mike B,4,1,35,Virginia A,NA
ACF Nationals 2007,11,20071104,South Florida,Ahmed,1,1,5,South Carolina,NA
ACF Nationals 2007,11,20071104,South Florida,Jim Baker,10,1,95,South Carolina,NA
ACF Nationals 2007,11,20071105,Illinois B,Greg Baboukis,3,0,30,Georgia Tech,NA
ACF Nationals 2007,11,20071105,Illinois B,James Sanner,1,0,10,Georgia Tech,NA
ACF Nationals 2007,11,20071105,Illinois B,Trygve Meade,3,0,30,Georgia Tech,NA
ACF Nationals 2007,11,20071105,Illinois B,John Dolan,0,0,0,Georgia Tech,NA
ACF Nationals 2007,11,20071106,Michigan A,Andy,1,0,10,Maryland A,NA
ACF Nationals 2007,11,20071106,Michigan A,Dave Rappaport,2,0,20,Maryland A,NA
ACF Nationals 2007,11,20071106,Michigan A,Will Turner,8,0,80,Maryland A,NA
ACF Nationals 2007,11,20071107,Illinois A,Steven Canning,0,0,0,Chicago A,NA
ACF Nationals 2007,11,20071107,Illinois A,Mike Sorice,4,1,35,Chicago A,NA
ACF Nationals 2007,11,20071107,Illinois A,Donald Taylor,0,0,0,Chicago A,NA
ACF Nationals 2007,11,20071107,Illinois A,Kelly Tourdot,2,0,20,Chicago A,NA
ACF Nationals 2007,11,20071108,Brown A,Eric Mukherjee,3,0,30,Texas A&M,NA
ACF Nationals 2007,11,20071108,Brown A,Jerry Vinokurov,9,1,85,Texas A&M,NA
ACF Nationals 2007,11,20071108,Brown A,Dennis Jang,2,0,20,Texas A&M,NA
ACF Nationals 2007,11,20071109,VCU A,Andrew Alexander,1,1,5,Carleton,NA
ACF Nationals 2007,11,20071109,VCU A,Matt Weiner,11,0,110,Carleton,NA
ACF Nationals 2007,11,20071110,Alabama,James J,3,1,25,Pat Freeburn,NA
ACF Nationals 2007,11,20071110,Alabama,Meredith,0,0,0,Pat Freeburn,NA
ACF Nationals 2007,11,20071110,Alabama,Jonathan C,1,0,10,Pat Freeburn,NA
ACF Nationals 2007,11,20071110,Alabama,Alex H,0,0,0,Pat Freeburn,NA
ACF Nationals 2007,11,20071111,Texas,Ram,1,0,10,UCLA,NA
ACF Nationals 2007,11,20071111,Texas,Eric Kwartler,5,0,50,UCLA,NA
ACF Nationals 2007,11,20071111,Texas,Matthew Nance,6,0,60,UCLA,NA
ACF Nationals 2007,11,20071111,Texas,Nitin Udpa,1,0,10,UCLA,NA
ACF Nationals 2007,11,20071112,Chicago B,Bruce Arthur,2,0,20,Vanderbilt,NA
ACF Nationals 2007,11,20071112,Chicago B,Nolan Esser,1,1,5,Vanderbilt,NA
ACF Nationals 2007,11,20071112,Chicago B,Kannan Mahadevan,2,0,20,Vanderbilt,NA
ACF Nationals 2007,11,20071112,Chicago B,Seth Samelson,3,0,30,Vanderbilt,NA
ACF Nationals 2007,11,20071113,Kentucky,Seth Kendall,10,1,95,Brandeis,NA
ACF Nationals 2007,11,20071101,Wayne State,Ryan Westbrook,12,3,105,Florida State,NA
ACF Nationals 2007,11,20071102,Stanford A,Arnav Moudgil,1,0,10,Rutgers,NA
ACF Nationals 2007,11,20071102,Stanford A,Mike,1,1,5,Rutgers,NA
ACF Nationals 2007,11,20071102,Stanford A,Brian Lindquist,2,0,20,Rutgers,NA
ACF Nationals 2007,11,20071102,Stanford A,Kevin Koai,3,0,30,Rutgers,NA
ACF Nationals 2007,11,20071103,Virginia A,Leo Wolpert,4,0,40,Yale A,NA
ACF Nationals 2007,11,20071103,Virginia A,Mike Wright,2,0,20,Yale A,NA
ACF Nationals 2007,11,20071103,Virginia A,Jason Hadorn,1,0,10,Yale A,NA
ACF Nationals 2007,11,20071103,Virginia A,David Healy,2,0,20,Yale A,NA
ACF Nationals 2007,11,20071104,South Carolina,J.R. Fennell,3,3,15,South Florida,NA
ACF Nationals 2007,11,20071104,South Carolina,Bryn Reinecke,2,0,20,South Florida,NA
ACF Nationals 2007,11,20071104,South Carolina,Katie Baehler,1,0,10,South Florida,NA
ACF Nationals 2007,11,20071104,South Carolina,Preston Floyd,0,0,0,South Florida,NA
ACF Nationals 2007,11,20071105,Georgia Tech,Taylor Kulp,2,0,20,Illinois B,NA
ACF Nationals 2007,11,20071105,Georgia Tech,Austin Kulb,0,0,0,Illinois B,NA
ACF Nationals 2007,11,20071105,Georgia Tech,Josh Moore,2,0,20,Illinois B,NA
ACF Nationals 2007,11,20071106,Maryland A,Jonathan Magin,3,2,20,Michigan A,NA
ACF Nationals 2007,11,20071106,Maryland A,Chris Ray,5,2,40,Michigan A,NA
ACF Nationals 2007,11,20071106,Maryland A,Phil Durkos,0,0,0,Michigan A,NA
ACF Nationals 2007,11,20071106,Maryland A,Mike Bentley,0,0,0,Michigan A,NA
ACF Nationals 2007,11,20071107,Chicago A,Peter Austin,3,0,30,Illinois A,NA
ACF Nationals 2007,11,20071107,Chicago A,Susan Ferrari,2,1,15,Illinois A,NA
ACF Nationals 2007,11,20071107,Chicago A,Selene Koo,2,0,20,Illinois A,NA
ACF Nationals 2007,11,20071107,Chicago A,Seth Teitler,6,2,50,Illinois A,NA
ACF Nationals 2007,11,20071108,Texas A&M,Chris Romero,3,0,30,Brown A,NA
ACF Nationals 2007,11,20071108,Texas A&M,Susan Mitchell,0,0,0,Brown A,NA
ACF Nationals 2007,11,20071108,Texas A&M,Candace Benefiel,0,0,0,Brown A,NA
ACF Nationals 2007,11,20071108,Texas A&M,Trey Morris,2,0,20,Brown A,NA
ACF Nationals 2007,11,20071109,Carleton,Patrick Hope,3,0,30,VCU A,NA
ACF Nationals 2007,11,20071109,Carleton,Maxwell Parrish,0,0,0,VCU A,NA
ACF Nationals 2007,11,20071109,Carleton,Garrett Ryan,5,0,50,VCU A,NA
ACF Nationals 2007,11,20071109,Carleton,John Morse,0,0,0,VCU A,NA
ACF Nationals 2007,11,20071110,Pat Freeburn,Pat Freeburn,4,1,35,Alabama,NA
ACF Nationals 2007,11,20071110,Pat Freeburn,Shan Foster (pseudonym),0,0,0,Alabama,NA
ACF Nationals 2007,11,20071110,Pat Freeburn,Derrick Byars (pseudonym),4,0,40,Alabama,NA
ACF Nationals 2007,11,20071111,UCLA,Ray Luo,1,0,10,Texas,NA
ACF Nationals 2007,11,20071111,UCLA,Dwight Wynne,5,0,50,Texas,NA
ACF Nationals 2007,11,20071111,UCLA,Kha,0,0,0,Texas,NA
ACF Nationals 2007,11,20071112,Vanderbilt,Matt Keller,3,2,20,Chicago B,NA
ACF Nationals 2007,11,20071112,Vanderbilt,Robert Trent,3,1,25,Chicago B,NA
ACF Nationals 2007,11,20071112,Vanderbilt,Sargon (pseudonym),3,0,30,Chicago B,NA
ACF Nationals 2007,11,20071112,Vanderbilt,Jack,0,0,0,Chicago B,NA
ACF Nationals 2007,11,20071113,Brandeis,Dan Passner,3,0,30,Kentucky,NA
ACF Nationals 2007,11,20071113,Brandeis,Evan Nagler,1,0,10,Kentucky,NA
ACF Nationals 2007,11,20071113,Brandeis,Hannah Kirsch,2,1,15,Kentucky,NA
ACF Nationals 2007,12,20071201,Vanderbilt,Matt Keller,6,1,55,UCLA,NA
ACF Nationals 2007,12,20071201,Vanderbilt,Robert Trent,1,1,5,UCLA,NA
ACF Nationals 2007,12,20071201,Vanderbilt,Sargon (pseudonym),5,0,50,UCLA,NA
ACF Nationals 2007,12,20071201,Vanderbilt,Jack,0,0,0,UCLA,NA
ACF Nationals 2007,12,20071202,Florida State,Billy Beyer,1,1,5,Yale A,NA
ACF Nationals 2007,12,20071202,Florida State,Matt Alford,4,1,35,Yale A,NA
ACF Nationals 2007,12,20071202,Florida State,David Raymond,0,0,0,Yale A,NA
ACF Nationals 2007,12,20071203,Pat Freeburn,Pat Freeburn,2,0,20,South Florida,NA
ACF Nationals 2007,12,20071203,Pat Freeburn,Shan Foster (pseudonym),0,0,0,South Florida,NA
ACF Nationals 2007,12,20071203,Pat Freeburn,Derrick Byars (pseudonym),2,1,15,South Florida,NA
ACF Nationals 2007,12,20071204,Georgia Tech,Taylor Kulp,1,1,5,Tennessee-Chattanooga,NA
ACF Nationals 2007,12,20071204,Georgia Tech,Austin Kulb,1,0,10,Tennessee-Chattanooga,NA
ACF Nationals 2007,12,20071204,Georgia Tech,Josh Moore,0,0,0,Tennessee-Chattanooga,NA
ACF Nationals 2007,12,20071205,Brandeis,Dan Passner,3,2,20,Alabama,NA
ACF Nationals 2007,12,20071205,Brandeis,Evan Nagler,0,0,0,Alabama,NA
ACF Nationals 2007,12,20071205,Brandeis,Hannah Kirsch,2,0,20,Alabama,NA
ACF Nationals 2007,12,20071206,Wayne State,Ryan Westbrook,9,2,80,Rutgers,NA
ACF Nationals 2007,12,20071207,Kentucky,Seth Kendall,9,0,90,South Carolina,NA
ACF Nationals 2007,12,20071208,Stanford A,Arnav Moudgil,4,0,40,Virginia A,NA
ACF Nationals 2007,12,20071208,Stanford A,Mike,0,0,0,Virginia A,NA
ACF Nationals 2007,12,20071208,Stanford A,Brian Lindquist,2,0,20,Virginia A,NA
ACF Nationals 2007,12,20071208,Stanford A,Kevin Koai,3,0,30,Virginia A,NA
ACF Nationals 2007,12,20071209,Michigan A,Andy,0,0,0,Chicago B,NA
ACF Nationals 2007,12,20071209,Michigan A,Dave Rappaport,2,0,20,Chicago B,NA
ACF Nationals 2007,12,20071209,Michigan A,Will Turner,5,3,35,Chicago B,NA
ACF Nationals 2007,12,20071210,Texas,Ram,1,1,5,Maryland A,NA
ACF Nationals 2007,12,20071210,Texas,Eric Kwartler,3,3,15,Maryland A,NA
ACF Nationals 2007,12,20071210,Texas,Matthew Nance,2,0,20,Maryland A,NA
ACF Nationals 2007,12,20071210,Texas,Nitin Udpa,0,0,0,Maryland A,NA
ACF Nationals 2007,12,20071211,Chicago A,Peter Austin,2,0,20,VCU A,NA
ACF Nationals 2007,12,20071211,Chicago A,Susan Ferrari,4,0,40,VCU A,NA
ACF Nationals 2007,12,20071211,Chicago A,Selene Koo,1,0,10,VCU A,NA
ACF Nationals 2007,12,20071211,Chicago A,Seth Teitler,3,0,30,VCU A,NA
ACF Nationals 2007,12,20071212,Illinois A,Steven Canning,1,0,10,Brown A,NA
ACF Nationals 2007,12,20071212,Illinois A,Mike Sorice,6,1,55,Brown A,NA
ACF Nationals 2007,12,20071212,Illinois A,Donald Taylor,0,0,0,Brown A,NA
ACF Nationals 2007,12,20071212,Illinois A,Kelly Tourdot,2,0,20,Brown A,NA
ACF Nationals 2007,12,20071213,Texas A&M,Chris Romero,3,3,15,Carleton,NA
ACF Nationals 2007,12,20071213,Texas A&M,Susan Mitchell,3,0,30,Carleton,NA
ACF Nationals 2007,12,20071213,Texas A&M,Candace Benefiel,3,0,30,Carleton,NA
ACF Nationals 2007,12,20071213,Texas A&M,Trey Morris,2,0,20,Carleton,NA
ACF Nationals 2007,12,20071201,UCLA,Ray Luo,3,2,20,Vanderbilt,NA
ACF Nationals 2007,12,20071201,UCLA,Dwight Wynne,3,0,30,Vanderbilt,NA
ACF Nationals 2007,12,20071201,UCLA,Kha,0,0,0,Vanderbilt,NA
ACF Nationals 2007,12,20071202,Yale A,Ben,1,0,10,Florida State,NA
ACF Nationals 2007,12,20071202,Yale A,Mike Wehrman,5,1,45,Florida State,NA
ACF Nationals 2007,12,20071202,Yale A,Brett,1,0,10,Florida State,NA
ACF Nationals 2007,12,20071202,Yale A,Mike B,2,2,10,Florida State,NA
ACF Nationals 2007,12,20071203,South Florida,Ahmed,3,2,20,Pat Freeburn,NA
ACF Nationals 2007,12,20071203,South Florida,Jim Baker,5,0,50,Pat Freeburn,NA
ACF Nationals 2007,12,20071204,Tennessee-Chattanooga,Jacob Vannucci,4,0,40,Georgia Tech,NA
ACF Nationals 2007,12,20071204,Tennessee-Chattanooga,Ashley Rouselle,1,0,10,Georgia Tech,NA
ACF Nationals 2007,12,20071204,Tennessee-Chattanooga,Eric Fox,0,0,0,Georgia Tech,NA
ACF Nationals 2007,12,20071204,Tennessee-Chattanooga,Edward Offenderson,0,1,-5,Georgia Tech,NA
ACF Nationals 2007,12,20071205,Alabama,James J,1,1,5,Brandeis,NA
ACF Nationals 2007,12,20071205,Alabama,Meredith,0,0,0,Brandeis,NA
ACF Nationals 2007,12,20071205,Alabama,Jonathan C,1,0,10,Brandeis,NA
ACF Nationals 2007,12,20071205,Alabama,Alex H,1,0,10,Brandeis,NA
ACF Nationals 2007,12,20071206,Rutgers,Jason Keller,3,0,30,Wayne State,NA
ACF Nationals 2007,12,20071206,Rutgers,Kevin Costello,1,1,5,Wayne State,NA
ACF Nationals 2007,12,20071206,Rutgers,Chris Horng,1,0,10,Wayne State,NA
ACF Nationals 2007,12,20071206,Rutgers,Yi Shi,1,0,10,Wayne State,NA
ACF Nationals 2007,12,20071207,South Carolina,J.R. Fennell,4,1,35,Kentucky,NA
ACF Nationals 2007,12,20071207,South Carolina,Bryn Reinecke,2,1,15,Kentucky,NA
ACF Nationals 2007,12,20071207,South Carolina,Katie Baehler,0,0,0,Kentucky,NA
ACF Nationals 2007,12,20071207,South Carolina,Preston Floyd,0,0,0,Kentucky,NA
ACF Nationals 2007,12,20071208,Virginia A,Leo Wolpert,1,1,5,Stanford A,NA
ACF Nationals 2007,12,20071208,Virginia A,Mike Wright,2,0,20,Stanford A,NA
ACF Nationals 2007,12,20071208,Virginia A,Jason Hadorn,0,0,0,Stanford A,NA
ACF Nationals 2007,12,20071208,Virginia A,David Healy,3,1,25,Stanford A,NA
ACF Nationals 2007,12,20071209,Chicago B,Bruce Arthur,3,2,20,Michigan A,NA
ACF Nationals 2007,12,20071209,Chicago B,Nolan Esser,0,1,-5,Michigan A,NA
ACF Nationals 2007,12,20071209,Chicago B,Kannan Mahadevan,0,0,0,Michigan A,NA
ACF Nationals 2007,12,20071209,Chicago B,Seth Samelson,3,1,25,Michigan A,NA
ACF Nationals 2007,12,20071210,Maryland A,Jonathan Magin,2,1,15,Texas,NA
ACF Nationals 2007,12,20071210,Maryland A,Chris Ray,4,6,10,Texas,NA
ACF Nationals 2007,12,20071210,Maryland A,Phil Durkos,2,0,20,Texas,NA
ACF Nationals 2007,12,20071210,Maryland A,Brittany Clark,0,0,0,Texas,NA
ACF Nationals 2007,12,20071211,VCU A,Andrew Alexander,0,0,0,Chicago A,NA
ACF Nationals 2007,12,20071211,VCU A,Matt Weiner,9,1,85,Chicago A,NA
ACF Nationals 2007,12,20071212,Brown A,Eric Mukherjee,1,0,10,Illinois A,NA
ACF Nationals 2007,12,20071212,Brown A,Jerry Vinokurov,7,0,70,Illinois A,NA
ACF Nationals 2007,12,20071212,Brown A,Dennis Jang,0,0,0,Illinois A,NA
ACF Nationals 2007,12,20071213,Carleton,Patrick Hope,5,0,50,Texas A&M,NA
ACF Nationals 2007,12,20071213,Carleton,Maxwell Parrish,1,0,10,Texas A&M,NA
ACF Nationals 2007,12,20071213,Carleton,Garrett Ryan,2,0,20,Texas A&M,NA
ACF Nationals 2007,12,20071213,Carleton,John Morse,0,1,-5,Texas A&M,NA
ACF Nationals 2007,13,20071301,Alabama,James J,1,0,10,South Carolina,NA
ACF Nationals 2007,13,20071301,Alabama,Meredith,0,0,0,South Carolina,NA
ACF Nationals 2007,13,20071301,Alabama,Jonathan C,2,0,20,South Carolina,NA
ACF Nationals 2007,13,20071301,Alabama,Alex H,1,0,10,South Carolina,NA
ACF Nationals 2007,13,20071302,South Florida,Ahmed,3,2,20,Kentucky,NA
ACF Nationals 2007,13,20071302,South Florida,Jim Baker,4,2,30,Kentucky,NA
ACF Nationals 2007,13,20071303,Wayne State,Ryan Westbrook,8,3,65,Virginia A,NA
ACF Nationals 2007,13,20071304,Michigan A,Andy,0,0,0,UCLA,NA
ACF Nationals 2007,13,20071304,Michigan A,Dave Rappaport,2,0,20,UCLA,NA
ACF Nationals 2007,13,20071304,Michigan A,Will Turner,6,2,50,UCLA,NA
ACF Nationals 2007,13,20071305,Vanderbilt,Matt Keller,2,1,15,Texas,NA
ACF Nationals 2007,13,20071305,Vanderbilt,Robert Trent,2,2,10,Texas,NA
ACF Nationals 2007,13,20071305,Vanderbilt,Sargon (pseudonym),2,3,5,Texas,NA
ACF Nationals 2007,13,20071305,Vanderbilt,Jack,0,0,0,Texas,NA
ACF Nationals 2007,13,20071306,Maryland A,Jonathan Magin,2,0,20,Chicago B,NA
ACF Nationals 2007,13,20071306,Maryland A,Chris Ray,2,2,10,Chicago B,NA
ACF Nationals 2007,13,20071306,Maryland A,Phil Durkos,1,1,5,Chicago B,NA
ACF Nationals 2007,13,20071306,Maryland A,Mike Bentley,0,0,0,Chicago B,NA
ACF Nationals 2007,13,20071307,Stanford A,Arnav Moudgil,0,0,0,Yale A,NA
