tournament,round,game_id,team,status,opponent,result,pf,pa,tossups,negs,bhrd,bpts,PPB,packet
ACF Nationals 2009,9,20090908,Carnegie Mellon,NA,Missouri,W,165,105,9,1,9,80,8.89,UCLA/South Carolina
ACF Nationals 2009,9,20090908,Missouri,NA,Carnegie Mellon,L,105,165,6,1,6,50,8.33,UCLA/South Carolina
ACF Nationals 2009,9,20090909,Hunter College,NA,Missouri S&T,W,140,80,8,0,8,60,7.5,UCLA/South Carolina
ACF Nationals 2009,9,20090909,Missouri S&T,NA,Hunter College,L,80,140,5,0,5,30,6,UCLA/South Carolina
ACF Nationals 2009,9,20090910,Dartmouth A,NA,Missouri State,W,260,75,13,2,13,140,10.77,UCLA/South Carolina
ACF Nationals 2009,9,20090910,Missouri State,NA,Dartmouth A,L,75,260,6,1,6,20,3.33,UCLA/South Carolina
ACF Nationals 2009,9,20090911,Chicago A,NA,Illinois A,W,225,220,10,3,10,140,14,UCLA/South Carolina
ACF Nationals 2009,9,20090911,Illinois A,NA,Chicago A,L,220,225,9,0,9,130,14.44,UCLA/South Carolina
ACF Nationals 2009,10,20091001,Rutgers,NA,UCSD A,L,20,170,1,2,1,20,20,Truman State/Dartmouth
ACF Nationals 2009,10,20091001,UCSD A,NA,Rutgers,W,170,20,9,2,9,90,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091002,South Carolina,NA,Stanford A,L,95,410,4,1,4,60,15,Truman State/Dartmouth
ACF Nationals 2009,10,20091002,Stanford A,NA,South Carolina,W,410,95,14,2,14,280,20,Truman State/Dartmouth
ACF Nationals 2009,10,20091003,Minnesota A,NA,MIT A,W,415,130,14,2,14,285,20.36,Truman State/Dartmouth
ACF Nationals 2009,10,20091003,MIT A,NA,Minnesota A,L,130,415,5,0,5,80,16,Truman State/Dartmouth
ACF Nationals 2009,10,20091004,Brandeis,NA,Maryland A,L,15,270,1,1,1,10,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091004,Maryland A,NA,Brandeis,W,270,15,13,2,13,150,11.54,Truman State/Dartmouth
ACF Nationals 2009,10,20091005,Brown A,NA,Penn A,W,335,45,13,3,13,220,16.92,Truman State/Dartmouth
ACF Nationals 2009,10,20091005,Penn A,NA,Brown A,L,45,335,3,3,3,30,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091006,Carnegie Mellon,NA,Ike Jose,L,35,115,3,5,3,30,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091006,Ike Jose,NA,Carnegie Mellon,W,115,35,8,3,8,50,6.25,Truman State/Dartmouth
ACF Nationals 2009,10,20091007,Chicago A,NA,Hunter College,W,305,145,10,5,10,230,23,Truman State/Dartmouth
ACF Nationals 2009,10,20091007,Hunter College,NA,Chicago A,L,145,305,7,1,7,80,11.43,Truman State/Dartmouth
ACF Nationals 2009,10,20091008,Missouri S&T,NA,UCLA,L,50,170,4,0,4,10,2.5,Truman State/Dartmouth
ACF Nationals 2009,10,20091008,UCLA,NA,Missouri S&T,W,170,50,9,4,9,100,11.11,Truman State/Dartmouth
ACF Nationals 2009,10,20091009,Missouri,NA,Missouri State,W,160,105,7,0,7,90,12.86,Truman State/Dartmouth
ACF Nationals 2009,10,20091009,Missouri State,NA,Missouri,L,105,160,6,3,6,60,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091010,Illinois A,NA,Minnesota B,W,355,20,14,3,14,230,16.43,Truman State/Dartmouth
ACF Nationals 2009,10,20091010,Minnesota B,NA,Illinois A,L,20,355,1,0,1,10,10,Truman State/Dartmouth
ACF Nationals 2009,10,20091011,Harvard A,NA,VCU A,W,270,140,10,2,10,180,18,Truman State/Dartmouth
ACF Nationals 2009,10,20091011,VCU A,NA,Harvard A,L,140,270,6,4,6,100,16.67,Truman State/Dartmouth
ACF Nationals 2009,11,20091101,Ike Jose,NA,Missouri State,L,70,145,5,0,5,20,4,Stanford
ACF Nationals 2009,11,20091101,Missouri State,NA,Ike Jose,W,145,70,8,1,8,70,8.75,Stanford
ACF Nationals 2009,11,20091102,Hunter College,NA,Minnesota B,L,50,95,3,2,3,30,10,Stanford
ACF Nationals 2009,11,20091102,Minnesota B,NA,Hunter College,W,95,50,7,0,7,25,3.57,Stanford
ACF Nationals 2009,11,20091103,Carnegie Mellon,NA,Harvard A,L,30,315,3,0,3,0,0,Stanford
ACF Nationals 2009,11,20091103,Harvard A,NA,Carnegie Mellon,W,315,30,14,1,14,180,12.86,Stanford
ACF Nationals 2009,11,20091104,Chicago A,NA,UCLA,W,420,60,15,0,15,270,18,Stanford
ACF Nationals 2009,11,20091104,UCLA,NA,Chicago A,L,60,420,4,2,4,30,7.5,Stanford
ACF Nationals 2009,11,20091105,Chicago B,NA,Minnesota A,L,85,355,5,0,5,35,7,Stanford
ACF Nationals 2009,11,20091105,Minnesota A,NA,Chicago B,W,355,85,13,3,13,240,18.46,Stanford
ACF Nationals 2009,11,20091106,MIT A,NA,UCSD A,W,155,65,8,3,8,90,11.25,Stanford
ACF Nationals 2009,11,20091106,UCSD A,NA,MIT A,L,65,155,6,5,6,30,5,Stanford
ACF Nationals 2009,11,20091107,Rutgers,NA,Truman State,W,90,60,5,1,5,45,9,Stanford
ACF Nationals 2009,11,20091107,Truman State,NA,Rutgers,L,60,90,5,2,5,20,4,Stanford
ACF Nationals 2009,11,20091108,Brandeis,NA,Brown A,L,15,385,2,1,2,0,0,Stanford
ACF Nationals 2009,11,20091108,Brown A,NA,Brandeis,W,385,15,16,1,16,230,14.38,Stanford
ACF Nationals 2009,11,20091109,Penn A,NA,South Carolina,L,65,200,4,1,4,30,7.5,Stanford
ACF Nationals 2009,11,20091109,South Carolina,NA,Penn A,W,200,65,11,0,11,90,8.18,Stanford
ACF Nationals 2009,11,20091110,Illinois A,NA,VCU A,W,265,35,12,3,12,160,13.33,Stanford
ACF Nationals 2009,11,20091110,VCU A,NA,Illinois A,L,35,265,3,7,3,40,13.33,Stanford
ACF Nationals 2009,11,20091111,Dartmouth A,NA,Missouri,W,230,30,12,2,12,120,10,Stanford
ACF Nationals 2009,11,20091111,Missouri,NA,Dartmouth A,L,30,230,2,2,2,20,10,Stanford
ACF Nationals 2009,12,20091201,Harvard A,NA,Missouri State,W,330,15,15,2,15,190,12.67,Rutgers
ACF Nationals 2009,12,20091201,Missouri State,NA,Harvard A,L,15,330,2,3,2,10,5,Rutgers
ACF Nationals 2009,12,20091202,Carnegie Mellon,NA,Illinois A,L,85,320,4,1,4,50,12.5,Rutgers
ACF Nationals 2009,12,20091202,Illinois A,NA,Carnegie Mellon,W,320,85,14,2,14,190,13.57,Rutgers
ACF Nationals 2009,12,20091203,Hunter College,NA,VCU A,L,40,165,3,2,3,20,6.67,Rutgers
ACF Nationals 2009,12,20091203,VCU A,NA,Hunter College,W,165,40,12,3,12,60,5,Rutgers
ACF Nationals 2009,12,20091204,Minnesota B,NA,UCLA,W,130,105,7,2,7,70,10,Rutgers
ACF Nationals 2009,12,20091204,UCLA,NA,Minnesota B,L,105,130,7,1,7,40,5.71,Rutgers
ACF Nationals 2009,12,20091205,Dartmouth A,NA,Ike Jose,W,260,80,12,0,12,140,11.67,Rutgers
ACF Nationals 2009,12,20091205,Ike Jose,NA,Dartmouth A,L,80,260,6,2,6,30,5,Rutgers
ACF Nationals 2009,12,20091206,Chicago A,NA,Missouri S&T,W,415,20,16,1,16,260,16.25,Rutgers
ACF Nationals 2009,12,20091206,Missouri S&T,NA,Chicago A,L,20,415,2,0,2,0,0,Rutgers
ACF Nationals 2009,12,20091207,Penn A,NA,Stanford A,L,45,350,3,1,3,20,6.67,Rutgers
ACF Nationals 2009,12,20091207,Stanford A,NA,Penn A,W,350,45,13,2,13,230,17.69,Rutgers
ACF Nationals 2009,12,20091208,Chicago B,NA,UCSD A,W,210,70,11,2,11,110,10,Rutgers
ACF Nationals 2009,12,20091208,UCSD A,NA,Chicago B,L,70,210,3,2,3,50,16.67,Rutgers
ACF Nationals 2009,12,20091209,MIT A,NA,Truman State,W,225,40,10,3,10,140,14,Rutgers
ACF Nationals 2009,12,20091209,Truman State,NA,MIT A,L,40,225,4,2,4,10,2.5,Rutgers
ACF Nationals 2009,12,20091210,Maryland A,NA,Minnesota A,L,175,315,8,5,8,120,15,Rutgers
ACF Nationals 2009,12,20091210,Minnesota A,NA,Maryland A,W,315,175,11,5,11,230,20.91,Rutgers
ACF Nationals 2009,12,20091211,Brandeis,NA,South Carolina,L,65,180,5,3,5,30,6,Rutgers
ACF Nationals 2009,12,20091211,South Carolina,NA,Brandeis,W,180,65,10,1,10,85,8.5,Rutgers
ACF Nationals 2009,13,20091301,Chicago B,NA,Truman State,W,240,25,10,2,10,150,15,Chicago A
ACF Nationals 2009,13,20091301,Truman State,NA,Chicago B,L,25,240,2,1,2,10,5,Chicago A
ACF Nationals 2009,13,20091302,MIT A,NA,Rutgers,W,390,30,14,0,14,250,17.86,Chicago A
ACF Nationals 2009,13,20091302,Rutgers,NA,MIT A,L,30,390,3,0,3,0,0,Chicago A
ACF Nationals 2009,13,20091303,Brandeis,NA,Stanford A,L,40,340,2,0,2,20,10,Chicago A
ACF Nationals 2009,13,20091303,Stanford A,NA,Brandeis,W,340,40,14,4,14,220,15.71,Chicago A
ACF Nationals 2009,13,20091304,Brown A,NA,Minnesota A,W,360,165,12,0,12,240,20,Chicago A
ACF Nationals 2009,13,20091304,Minnesota A,NA,Brown A,L,165,360,6,3,6,120,20,Chicago A
ACF Nationals 2009,13,20091305,Maryland A,NA,UCSD A,W,335,60,14,3,14,210,15,Chicago A
ACF Nationals 2009,13,20091305,UCSD A,NA,Maryland A,L,60,335,4,6,4,50,12.5,Chicago A
ACF Nationals 2009,13,20091306,Minnesota B,NA,Missouri S&T,W,140,50,8,0,8,60,7.5,Chicago A
ACF Nationals 2009,13,20091306,Missouri S&T,NA,Minnesota B,L,50,140,3,0,3,20,6.67,Chicago A
ACF Nationals 2009,13,20091307,Carnegie Mellon,NA,Hunter College,L,85,115,6,5,6,50,8.33,Chicago A
ACF Nationals 2009,13,20091307,Hunter College,NA,Carnegie Mellon,W,115,85,7,3,7,60,8.57,Chicago A
ACF Nationals 2009,13,20091308,UCLA,NA,VCU A,L,130,205,6,1,6,75,12.5,Chicago A
ACF Nationals 2009,13,20091308,VCU A,NA,UCLA,W,205,130,10,5,10,130,13,Chicago A
ACF Nationals 2009,13,20091309,Dartmouth A,NA,Harvard A,L,155,255,7,3,7,100,14.29,Chicago A
ACF Nationals 2009,13,20091309,Harvard A,NA,Dartmouth A,W,255,155,10,5,10,180,18,Chicago A
ACF Nationals 2009,13,20091310,Illinois A,NA,Missouri State,W,215,85,9,7,9,160,17.78,Chicago A
ACF Nationals 2009,13,20091310,Missouri State,NA,Illinois A,L,85,215,5,1,5,40,8,Chicago A
ACF Nationals 2009,14,20091401,Hunter College,NA,Missouri S&T,W,95,60,6,1,6,40,6.67,NA
ACF Nationals 2009,14,20091401,Missouri S&T,NA,Hunter College,L,60,95,5,0,5,10,2,NA
ACF Nationals 2009,14,20091402,Brandeis,NA,UCLA,L,55,165,3,1,3,30,10,NA
ACF Nationals 2009,14,20091402,UCLA,NA,Brandeis,W,165,55,8,1,8,90,11.25,NA
ACF Nationals 2009,14,20091403,Harvard A,NA,MIT A,W,190,170,9,4,9,120,13.33,NA
ACF Nationals 2009,14,20091403,MIT A,NA,Harvard A,L,170,190,8,0,8,90,11.25,NA
ACF Nationals 2009,14,20091404,Dartmouth A,NA,Stanford A,L,185,220,8,1,8,110,13.75,NA
ACF Nationals 2009,14,20091404,Stanford A,NA,Dartmouth A,W,220,185,11,1,11,115,10.45,NA
ACF Nationals 2009,14,20091405,Brown A,NA,Illinois A,W,250,120,11,2,11,150,13.64,NA
ACF Nationals 2009,14,20091405,Illinois A,NA,Brown A,L,120,250,7,2,7,60,8.57,NA
ACF Nationals 2009,14,20091406,Chicago A,NA,Minnesota A,W,225,130,11,2,11,125,11.36,NA
ACF Nationals 2009,14,20091406,Minnesota A,NA,Chicago A,L,130,225,6,2,6,80,13.33,NA
ACF Nationals 2009,14,20091407,Chicago B,NA,Minnesota B,W,170,95,8,2,8,100,12.5,NA
ACF Nationals 2009,14,20091407,Minnesota B,NA,Chicago B,L,95,170,5,1,5,50,10,NA
ACF Nationals 2009,14,20091408,Missouri,NA,South Carolina,L,75,145,4,1,4,40,10,NA
ACF Nationals 2009,14,20091408,South Carolina,NA,Missouri,W,145,75,7,1,7,80,11.43,NA
ACF Nationals 2009,14,20091409,Ike Jose,NA,UCSD A,L,50,155,4,4,4,30,7.5,NA
ACF Nationals 2009,14,20091409,UCSD A,NA,Ike Jose,W,155,50,10,3,10,70,7,NA
ACF Nationals 2009,14,20091410,Carnegie Mellon,NA,Penn A,W,165,10,9,1,9,80,8.89,NA
ACF Nationals 2009,14,20091410,Penn A,NA,Carnegie Mellon,L,10,165,1,0,1,0,0,NA
ACF Nationals 2009,14,20091411,Missouri State,NA,Rutgers,L,60,100,4,0,4,20,5,NA
ACF Nationals 2009,14,20091411,Rutgers,NA,Missouri State,W,100,60,6,0,6,40,6.67,NA
ACF Nationals 2009,14,20091412,Maryland A,NA,VCU A,W,170,160,8,2,8,100,12.5,NA
ACF Nationals 2009,14,20091412,VCU A,NA,Maryland A,L,160,170,7,4,7,110,15.71,NA
ACF Nationals 2009,15,20091501,Brandeis,NA,Missouri S&T,W,160,60,10,0,10,60,6,NA
ACF Nationals 2009,15,20091501,Missouri S&T,NA,Brandeis,L,60,160,5,0,5,10,2,NA
ACF Nationals 2009,15,20091502,Brown A,NA,Chicago A,W,235,185,10,3,10,150,15,NA
ACF Nationals 2009,15,20091502,Chicago A,NA,Brown A,L,185,235,8,1,8,110,13.75,NA
ACF Nationals 2009,15,20091503,Harvard A,NA,Stanford A,L,200,210,8,2,8,130,16.25,NA
ACF Nationals 2009,15,20091503,Stanford A,NA,Harvard A,W,210,200,8,2,8,140,17.5,NA
ACF Nationals 2009,15,20091504,Illinois A,NA,MIT A,W,260,100,10,2,10,170,17,NA
ACF Nationals 2009,15,20091504,MIT A,NA,Illinois A,L,100,260,6,2,6,50,8.33,NA
ACF Nationals 2009,15,20091505,Dartmouth A,NA,Minnesota A,L,160,340,9,0,9,70,7.78,NA
ACF Nationals 2009,15,20091505,Minnesota A,NA,Dartmouth A,W,340,160,11,2,11,240,21.82,NA
ACF Nationals 2009,15,20091506,Hunter College,NA,UCLA,L,55,230,4,1,4,20,5,NA
ACF Nationals 2009,15,20091506,UCLA,NA,Hunter College,W,230,55,11,0,11,120,10.91,NA
ACF Nationals 2009,15,20091507,Chicago B,NA,Missouri,W,205,75,10,1,10,110,11,NA
ACF Nationals 2009,15,20091507,Missouri,NA,Chicago B,L,75,205,4,2,4,45,11.25,NA
ACF Nationals 2009,15,20091508,Penn A,NA,Rutgers,L,110,115,7,2,7,50,7.14,NA
ACF Nationals 2009,15,20091508,Rutgers,NA,Penn A,W,115,110,7,2,7,55,7.86,NA
ACF Nationals 2009,15,20091509,UCSD A,NA,VCU A,L,85,120,5,1,5,40,8,NA
ACF Nationals 2009,15,20091509,VCU A,NA,UCSD A,W,120,85,8,4,8,60,7.5,NA
ACF Nationals 2009,15,20091510,Carnegie Mellon,NA,Missouri State,W,165,90,10,1,10,70,7,NA
ACF Nationals 2009,15,20091510,Missouri State,NA,Carnegie Mellon,L,90,165,4,2,4,60,15,NA
ACF Nationals 2009,15,20091511,Ike Jose,NA,South Carolina,L,60,200,5,6,5,40,8,NA
ACF Nationals 2009,15,20091511,South Carolina,NA,Ike Jose,W,200,60,11,0,11,90,8.18,NA
ACF Nationals 2009,15,20091512,Maryland A,NA,Minnesota B,W,330,0,16,2,16,180,11.25,NA
ACF Nationals 2009,15,20091512,Minnesota B,NA,Maryland A,L,0,330,0,0,0,0,NaN,NA
ACF Nationals 2009,16,20091601,Brown A,NA,Dartmouth A,W,265,145,12,1,12,150,12.5,NA
ACF Nationals 2009,16,20091601,Dartmouth A,NA,Brown A,L,145,265,6,4,6,105,17.5,NA
ACF Nationals 2009,16,20091602,Brandeis,NA,Hunter College,L,-5,75,0,1,0,0,NaN,NA
ACF Nationals 2009,16,20091602,Hunter College,NA,Brandeis,W,75,-5,4,1,4,40,10,NA
ACF Nationals 2009,16,20091603,Illinois A,NA,Stanford A,L,170,260,8,2,8,100,12.5,NA
ACF Nationals 2009,16,20091603,Stanford A,NA,Illinois A,W,260,170,10,0,10,160,16,NA
ACF Nationals 2009,16,20091604,Missouri S&T,NA,UCLA,L,40,110,3,0,3,10,3.33,NA
ACF Nationals 2009,16,20091604,UCLA,NA,Missouri S&T,W,110,40,7,2,7,50,7.14,NA
ACF Nationals 2009,16,20091605,Chicago A,NA,MIT A,W,320,135,12,4,12,220,18.33,NA
ACF Nationals 2009,16,20091605,MIT A,NA,Chicago A,L,135,320,4,1,4,100,25,NA
ACF Nationals 2009,16,20091606,Missouri State,NA,Penn A,W,85,60,5,3,5,50,10,NA
ACF Nationals 2009,16,20091606,Penn A,NA,Missouri State,L,60,85,5,2,5,20,4,NA
ACF Nationals 2009,16,20091607,South Carolina,NA,VCU A,L,155,180,8,1,8,80,10,NA
ACF Nationals 2009,16,20091607,VCU A,NA,South Carolina,W,180,155,8,2,8,110,13.75,NA
ACF Nationals 2009,16,20091608,Carnegie Mellon,NA,Rutgers,W,80,65,5,2,5,40,8,NA
ACF Nationals 2009,16,20091608,Rutgers,NA,Carnegie Mellon,L,65,80,4,1,4,30,7.5,NA
ACF Nationals 2009,16,20091609,Maryland A,NA,Missouri,W,215,145,10,3,10,130,13,NA
ACF Nationals 2009,16,20091609,Missouri,NA,Maryland A,L,145,215,7,1,7,80,11.43,NA
ACF Nationals 2009,16,20091610,Minnesota B,NA,UCSD A,W,95,90,6,0,6,35,5.83,NA
ACF Nationals 2009,16,20091610,UCSD A,NA,Minnesota B,L,90,95,6,4,6,50,8.33,NA
ACF Nationals 2009,16,20091611,Chicago B,NA,Ike Jose,L,130,135,7,0,7,60,8.57,NA
ACF Nationals 2009,16,20091611,Ike Jose,NA,Chicago B,W,135,130,7,1,7,70,10,NA
ACF Nationals 2009,16,20091612,Harvard A,NA,Minnesota A,L,145,270,6,5,6,110,18.33,NA
ACF Nationals 2009,16,20091612,Minnesota A,NA,Harvard A,W,270,145,10,0,10,170,17,NA
ACF Nationals 2009,17,20091701,Chicago A,NA,Stanford A,W,280,190,10,0,10,180,18,NA
ACF Nationals 2009,17,20091701,Stanford A,NA,Chicago A,L,190,280,7,3,7,135,19.29,NA
ACF Nationals 2009,17,20091702,Brown A,NA,Harvard A,W,290,200,11,2,11,190,17.27,NA
ACF Nationals 2009,17,20091702,Harvard A,NA,Brown A,L,200,290,8,1,8,125,15.62,NA
ACF Nationals 2009,17,20091703,Illinois A,NA,Minnesota A,L,185,260,8,2,8,115,14.38,NA
ACF Nationals 2009,17,20091703,Minnesota A,NA,Illinois A,W,260,185,10,2,10,170,17,NA
ACF Nationals 2009,17,20091704,Dartmouth A,NA,MIT A,W,235,140,9,5,9,170,18.89,NA
ACF Nationals 2009,17,20091704,MIT A,NA,Dartmouth A,L,140,235,6,0,6,80,13.33,NA
ACF Nationals 2009,17,20091705,Chicago B,NA,VCU A,W,150,145,7,2,7,90,12.86,NA
ACF Nationals 2009,17,20091705,VCU A,NA,Chicago B,L,145,150,8,3,8,80,10,NA
ACF Nationals 2009,17,20091706,Minnesota B,NA,South Carolina,L,115,195,7,1,7,50,7.14,NA
ACF Nationals 2009,17,20091706,South Carolina,NA,Minnesota B,W,195,115,9,3,9,120,13.33,NA
ACF Nationals 2009,17,20091707,Ike Jose,NA,Maryland A,L,70,210,5,2,5,30,6,NA
ACF Nationals 2009,17,20091707,Maryland A,NA,Ike Jose,W,210,70,10,4,10,130,13,NA
ACF Nationals 2009,17,20091708,Missouri,NA,UCSD A,W,195,150,10,1,10,100,10,NA
ACF Nationals 2009,17,20091708,UCSD A,NA,Missouri,L,150,195,7,2,7,90,12.86,NA
ACF Nationals 2008,1,20080101,Minnesota A,D2,"Rom, Bruce, Ted (exhibition team)",W,185,170,9,1,9,100,11.11,NA
ACF Nationals 2008,1,20080102,Brandeis (exhibition team),NA,UCLA,L,60,280,4,2,4,30,7.5,NA
ACF Nationals 2008,1,20080102,UCLA,NA,Brandeis,W,280,60,10,2,10,190,19,NA
ACF Nationals 2008,1,20080103,Dartmouth B,D2,Illinois A,L,130,315,6,0,6,70,11.67,NA
ACF Nationals 2008,1,20080103,Illinois A,NA,Dartmouth B,W,315,130,13,1,13,190,14.62,NA
ACF Nationals 2008,1,20080104,Chicago B,D2,MIT A,L,45,230,3,1,3,20,6.67,NA
ACF Nationals 2008,1,20080104,MIT A,NA,Chicago B,W,230,45,10,0,10,130,13,NA
ACF Nationals 2008,1,20080105,Brown A,NA,Rutgers,W,455,70,16,1,16,300,18.75,NA
ACF Nationals 2008,1,20080105,Rutgers,NA,Brown A,L,70,455,3,0,3,40,13.33,NA
ACF Nationals 2008,1,20080106,Chicago A,NA,Harvard B,W,440,20,15,0,15,290,19.33,NA
ACF Nationals 2008,1,20080106,Harvard B,D2,Chicago A,L,20,440,1,0,1,10,10,NA
ACF Nationals 2008,1,20080107,Florida State,UG,Maryland A,L,70,330,5,0,5,20,4,NA
ACF Nationals 2008,1,20080107,Maryland A,NA,Florida State,W,330,70,12,6,12,240,20,NA
ACF Nationals 2008,1,20080108,Harvard A,UG,UC-Irvine,L,75,205,4,3,4,50,12.5,NA
ACF Nationals 2008,1,20080108,UC-Irvine,NA,Harvard A,W,205,75,10,1,10,110,11,NA
ACF Nationals 2008,1,20080109,Dartmouth A,UG,Maryland B,W,260,45,12,2,12,150,12.5,NA
ACF Nationals 2008,1,20080109,Maryland B (exhibition team),NA,Dartmouth A,L,45,260,3,1,3,20,6.67,NA
ACF Nationals 2008,2,20080201,Maryland A,NA,MIT A,W,380,45,15,2,15,240,16,NA
ACF Nationals 2008,2,20080201,MIT A,NA,Maryland A,L,45,380,3,1,3,20,6.67,NA
ACF Nationals 2008,2,20080202,Minnesota A,D2,Stanford A,L,130,220,6,2,6,80,13.33,NA
ACF Nationals 2008,2,20080202,Stanford A,NA,Minnesota A,W,220,130,12,0,12,100,8.33,NA
ACF Nationals 2008,2,20080203,Florida State,UG,"Rom, Bruce, Ted (exhibition team)",L,75,170,7,3,7,20,2.86,NA
ACF Nationals 2008,2,20080204,Dartmouth A,UG,Harvard A,W,135,105,8,1,8,60,7.5,NA
ACF Nationals 2008,2,20080204,Harvard A,UG,Dartmouth A,L,105,135,8,1,8,30,3.75,NA
ACF Nationals 2008,2,20080205,Illinois A,NA,UCLA,W,215,190,9,3,9,140,15.56,NA
ACF Nationals 2008,2,20080205,UCLA,NA,Illinois A,L,190,215,10,0,10,90,9,NA
ACF Nationals 2008,2,20080206,Brown A,NA,Dartmouth B,W,325,35,15,1,15,180,12,NA
ACF Nationals 2008,2,20080206,Dartmouth B,D2,Brown A,L,35,325,3,0,3,5,1.67,NA
ACF Nationals 2008,2,20080207,Harvard B,D2,Maryland B,L,85,155,5,1,5,40,8,NA
ACF Nationals 2008,2,20080207,Maryland B (exhibition team),NA,Harvard B,W,155,85,6,1,6,100,16.67,NA
ACF Nationals 2008,2,20080208,Rutgers,NA,VCU A,W,195,70,11,1,11,90,8.18,NA
ACF Nationals 2008,2,20080209,UC-Irvine,NA,Vanderbilt,W,180,15,11,2,11,80,7.27,NA
ACF Nationals 2008,2,20080209,Vanderbilt,NA,UC-Irvine,L,15,180,2,3,2,10,5,NA
ACF Nationals 2008,3,20080301,Chicago B,D2,Maryland A,L,80,360,5,0,5,30,6,NA
ACF Nationals 2008,3,20080301,Maryland A,NA,Chicago B,W,360,80,15,0,15,210,14,NA
ACF Nationals 2008,3,20080302,MIT A,NA,"Rom, Bruce, Ted (exhibition team)",L,110,315,6,2,6,60,10,NA
ACF Nationals 2008,3,20080303,Florida State,UG,Stanford A,L,95,315,7,1,7,30,4.29,NA
ACF Nationals 2008,3,20080303,Stanford A,NA,Florida State,W,315,95,13,1,13,190,14.62,NA
ACF Nationals 2008,3,20080304,Dartmouth B,D2,VCU A,W,150,105,9,0,9,60,6.67,NA
ACF Nationals 2008,3,20080305,Chicago A,NA,Maryland B,W,310,125,12,0,12,190,15.83,NA
ACF Nationals 2008,3,20080305,Maryland B (exhibition team),NA,Chicago A,L,125,310,7,1,7,60,8.57,NA
ACF Nationals 2008,3,20080306,Dartmouth A,UG,Vanderbilt,W,265,85,13,1,13,140,10.77,NA
ACF Nationals 2008,3,20080306,Vanderbilt,NA,Dartmouth A,L,85,265,5,1,5,40,8,NA
ACF Nationals 2008,3,20080307,Brown A,NA,UCLA,W,435,55,16,1,16,280,17.5,NA
ACF Nationals 2008,3,20080307,UCLA,NA,Brown A,L,55,435,3,1,3,30,10,NA
ACF Nationals 2008,3,20080308,Harvard A,UG,Harvard B,W,255,75,13,3,13,140,10.77,NA
ACF Nationals 2008,3,20080308,Harvard B,D2,Harvard A,L,75,255,2,0,2,55,27.5,NA
ACF Nationals 2008,3,20080309,Brandeis (exhibition team),NA,Illinois A,L,0,355,1,2,1,0,0,NA
ACF Nationals 2008,3,20080309,Illinois A,NA,Brandeis,W,355,0,16,3,16,210,13.12,NA
ACF Nationals 2008,4,20080401,UCLA,NA,VCU A,L,85,130,5,1,5,40,8,NA
ACF Nationals 2008,4,20080402,Chicago A,NA,Harvard A,W,460,110,15,2,15,320,21.33,NA
ACF Nationals 2008,4,20080402,Harvard A,UG,Chicago A,L,110,460,5,2,5,70,14,NA
ACF Nationals 2008,4,20080403,Dartmouth A,UG,UC-Irvine,L,190,205,9,4,9,120,13.33,NA
ACF Nationals 2008,4,20080403,UC-Irvine,NA,Dartmouth A,W,205,190,8,3,8,140,17.5,NA
ACF Nationals 2008,4,20080404,Harvard B,D2,Vanderbilt,L,60,235,4,2,4,30,7.5,NA
ACF Nationals 2008,4,20080404,Vanderbilt,NA,Harvard B,W,235,60,12,1,12,120,10,NA
ACF Nationals 2008,4,20080405,Brandeis (exhibition team),NA,Brown A,L,15,390,2,1,2,0,0,NA
ACF Nationals 2008,4,20080405,Brown A,NA,Brandeis,W,390,15,15,3,15,255,17,NA
ACF Nationals 2008,4,20080406,Dartmouth B,D2,Rutgers,L,95,150,7,5,7,50,7.14,NA
ACF Nationals 2008,4,20080406,Rutgers,NA,Dartmouth B,W,150,95,9,0,9,60,6.67,NA
ACF Nationals 2008,4,20080407,MIT A,NA,Stanford A,L,85,305,5,1,5,40,8,NA
ACF Nationals 2008,4,20080407,Stanford A,NA,MIT A,W,305,85,12,1,12,190,15.83,NA
ACF Nationals 2008,4,20080408,Chicago B,D2,"Rom, Bruce, Ted (exhibition team)",L,35,195,4,3,4,10,2.5,NA
ACF Nationals 2008,4,20080409,Florida State,UG,Minnesota A,L,75,245,5,3,5,40,8,NA
ACF Nationals 2008,4,20080409,Minnesota A,D2,Florida State,W,245,75,12,3,12,140,11.67,NA
ACF Nationals 2008,5,20080501,Brown A,NA,Illinois A,L,200,210,8,4,8,140,17.5,NA
ACF Nationals 2008,5,20080501,Illinois A,NA,Brown A,W,210,200,9,3,9,135,15,NA
ACF Nationals 2008,5,20080502,Rutgers,NA,UCLA,W,190,120,10,0,10,90,9,NA
ACF Nationals 2008,5,20080502,UCLA,NA,Rutgers,L,120,190,6,0,6,60,10,NA
ACF Nationals 2008,5,20080503,Maryland A,NA,"Rom, Bruce, Ted (exhibition team)",W,310,125,15,4,15,180,12,NA
ACF Nationals 2008,5,20080504,Minnesota A,D2,MIT A,L,115,205,5,3,5,80,16,NA
ACF Nationals 2008,5,20080504,MIT A,NA,Minnesota A,W,205,115,9,3,9,130,14.44,NA
